"bubble_tea_id","day","start","end","is_overnight"
"7fvPEXk3i7H1R4v3sOluCQ",1,"1000","2200",False
"7fvPEXk3i7H1R4v3sOluCQ",2,"1000","2200",False
"uzKV7seplMx7g6nnoK8FcQ",0,"0930","2300",False
"uzKV7seplMx7g6nnoK8FcQ",1,"0930","2300",False
"8QpivqILuL05_5h41eoMxw",2,"1100","2130",False
"8QpivqILuL05_5h41eoMxw",3,"1100","2130",False
"mMT7KYJtAWOOhGLKZNbeYg",4,"1130","2330",False
"mMT7KYJtAWOOhGLKZNbeYg",5,"1130","2330",False
"7fvPEXk3i7H1R4v3sOluCQ",3,"1000","2200",False
"C_kFtQFX8yM_k8Ksmrp4Vw",0,"0800","2230",False
"C_kFtQFX8yM_k8Ksmrp4Vw",1,"0800","2230",False
"C_kFtQFX8yM_k8Ksmrp4Vw",2,"0800","2230",False
"CXmJB5LZeda27UeBGzk75Q",2,"1130","2145",False
"CXmJB5LZeda27UeBGzk75Q",3,"1130","2145",False
"uzKV7seplMx7g6nnoK8FcQ",2,"0930","2300",False
"uzKV7seplMx7g6nnoK8FcQ",3,"0930","0000",False
"HuySsoWgovd79SlyWEakqQ",4,"1100","2100",False
"HuySsoWgovd79SlyWEakqQ",5,"1100","2100",False
"C_kFtQFX8yM_k8Ksmrp4Vw",3,"0800","2230",False
"FKfygibuy4l77jyuDUoOcA",0,"1130","2200",False
"C_kFtQFX8yM_k8Ksmrp4Vw",4,"0800","2230",False
"FKfygibuy4l77jyuDUoOcA",1,"1130","2200",False
"C_kFtQFX8yM_k8Ksmrp4Vw",5,"1100","2230",False
"uzKV7seplMx7g6nnoK8FcQ",4,"0930","0000",False
"uzKV7seplMx7g6nnoK8FcQ",5,"0930","0000",False
"8QpivqILuL05_5h41eoMxw",4,"1100","2200",False
"T0RnEZUDCSXYnbNcn4OizQ",4,"1100","2200",False
"Avnk55-bsAa0MCNJzlwNWQ",0,"0730","2100",False
"T0RnEZUDCSXYnbNcn4OizQ",5,"1100","2200",False
"Avnk55-bsAa0MCNJzlwNWQ",1,"0730","2100",False
"Avnk55-bsAa0MCNJzlwNWQ",2,"0730","2100",False
"Avnk55-bsAa0MCNJzlwNWQ",3,"0730","2100",False
"FKfygibuy4l77jyuDUoOcA",2,"1130","2200",False
"FKfygibuy4l77jyuDUoOcA",3,"1130","2200",False
"FKfygibuy4l77jyuDUoOcA",4,"1130","2300",False
"RYgv9nWL3f0Y79leklYU1A",4,"1130","2300",False
"RYgv9nWL3f0Y79leklYU1A",5,"1130","2300",False
"8QpivqILuL05_5h41eoMxw",5,"1100","2200",False
"FKfygibuy4l77jyuDUoOcA",5,"1130","2300",False
"psXgyblQ-FOOZJc8wnAT0w",4,"1200","2330",False
"psXgyblQ-FOOZJc8wnAT0w",5,"1100","2330",False
"7fvPEXk3i7H1R4v3sOluCQ",4,"1000","2300",False
"7fvPEXk3i7H1R4v3sOluCQ",5,"1000","2300",False
"Avnk55-bsAa0MCNJzlwNWQ",4,"0730","2300",False
"Avnk55-bsAa0MCNJzlwNWQ",5,"0900","2300",False
"RYgv9nWL3f0Y79leklYU1A",6,"1130","2300",False
"Avnk55-bsAa0MCNJzlwNWQ",6,"0900","2100",False
"HuySsoWgovd79SlyWEakqQ",6,"1100","2100",False
"8QpivqILuL05_5h41eoMxw",6,"1100","2130",False
"C_kFtQFX8yM_k8Ksmrp4Vw",6,"1100","2230",False
"mMT7KYJtAWOOhGLKZNbeYg",6,"1130","2230",False
"psXgyblQ-FOOZJc8wnAT0w",6,"1100","2200",False
"OIjn5PM7f302EN9nXy1e8Q",0,"1100","2100",False
"_Cop86udfkWP81q1VT_Q5A",0,"1100","2200",False
"5JE00rzstNcsLerFp_27iA",0,"1200","2100",False
"n1mmDkFpjmdmD61gwH5s8g",0,"1030","2000",False
"fC4h5YzssbtE7cLpZMyBZw",0,"1130","2300",False
"gRdUpP-lCUKo04pvUfa0yA",0,"1100","2300",False
"gRdUpP-lCUKo04pvUfa0yA",1,"1100","2300",False
"KcJhJKMED8mXbwqfWGLYuQ",0,"1100","2300",False
"CXmJB5LZeda27UeBGzk75Q",4,"1130","2145",False
"bLfLPs4Kb3ZiOhZQFDcDqQ",0,"1000","2200",False
"QUK6uKjFBN1HWCpxwC0oMg",0,"1300","0100",True
"_Cop86udfkWP81q1VT_Q5A",1,"1100","2200",False
"PyMeX9-TUgFC73qBQlEIkw",0,"0900","2000",False
"n1mmDkFpjmdmD61gwH5s8g",1,"1030","2000",False
"QUK6uKjFBN1HWCpxwC0oMg",1,"1300","0100",True
"OIjn5PM7f302EN9nXy1e8Q",1,"1100","2100",False
"XM0Vtg8TcFrFRAI59eGy2w",0,"1100","2200",False
"lRif1muHh8qWTX63KW0f8w",0,"1700","2100",False
"PyMeX9-TUgFC73qBQlEIkw",1,"0900","2000",False
"KcJhJKMED8mXbwqfWGLYuQ",1,"1100","2300",False
"XM0Vtg8TcFrFRAI59eGy2w",1,"1100","2200",False
"n1mmDkFpjmdmD61gwH5s8g",2,"1030","2000",False
"OIjn5PM7f302EN9nXy1e8Q",2,"1100","2100",False
"bLfLPs4Kb3ZiOhZQFDcDqQ",1,"1000","2200",False
"5JE00rzstNcsLerFp_27iA",1,"1200","2100",False
"KcJhJKMED8mXbwqfWGLYuQ",2,"1100","2300",False
"_Cop86udfkWP81q1VT_Q5A",2,"1100","2200",False
"gRdUpP-lCUKo04pvUfa0yA",2,"1100","2300",False
"QUK6uKjFBN1HWCpxwC0oMg",2,"1300","0100",True
"5JE00rzstNcsLerFp_27iA",2,"1200","2100",False
"CXmJB5LZeda27UeBGzk75Q",5,"1130","2145",False
"fC4h5YzssbtE7cLpZMyBZw",1,"1130","2300",False
"fC4h5YzssbtE7cLpZMyBZw",2,"1130","2300",False
"bLfLPs4Kb3ZiOhZQFDcDqQ",2,"1000","2200",False
"CXmJB5LZeda27UeBGzk75Q",6,"1130","2145",False
"XM0Vtg8TcFrFRAI59eGy2w",2,"1100","2200",False
"n1mmDkFpjmdmD61gwH5s8g",3,"1030","2000",False
"QUK6uKjFBN1HWCpxwC0oMg",3,"1300","0100",True
"5JE00rzstNcsLerFp_27iA",3,"1200","1900",False
"lRif1muHh8qWTX63KW0f8w",1,"1700","2100",False
"fC4h5YzssbtE7cLpZMyBZw",3,"1130","2300",False
"PyMeX9-TUgFC73qBQlEIkw",2,"0900","2000",False
"PyMeX9-TUgFC73qBQlEIkw",3,"0900","2000",False
"gRdUpP-lCUKo04pvUfa0yA",3,"1100","2300",False
"_Cop86udfkWP81q1VT_Q5A",3,"1100","2200",False
"XM0Vtg8TcFrFRAI59eGy2w",3,"1100","2200",False
"XM0Vtg8TcFrFRAI59eGy2w",4,"1100","0000",False
"bLfLPs4Kb3ZiOhZQFDcDqQ",3,"1000","2200",False
"fC4h5YzssbtE7cLpZMyBZw",4,"1130","0130",True
"n1mmDkFpjmdmD61gwH5s8g",4,"1030","2200",False
"_Cop86udfkWP81q1VT_Q5A",4,"1100","2200",False
"QUK6uKjFBN1HWCpxwC0oMg",4,"1300","0200",True
"5JE00rzstNcsLerFp_27iA",4,"1200","2200",False
"gRdUpP-lCUKo04pvUfa0yA",4,"1100","0000",False
"XM0Vtg8TcFrFRAI59eGy2w",5,"1100","0000",False
"gRdUpP-lCUKo04pvUfa0yA",5,"1100","0000",False
"PyMeX9-TUgFC73qBQlEIkw",4,"0900","2000",False
"bLfLPs4Kb3ZiOhZQFDcDqQ",4,"1000","2200",False
"QUK6uKjFBN1HWCpxwC0oMg",5,"1300","0200",True
"OIjn5PM7f302EN9nXy1e8Q",3,"1100","2100",False
"lRif1muHh8qWTX63KW0f8w",2,"1700","2100",False
"n1mmDkFpjmdmD61gwH5s8g",5,"1030","2200",False
"fC4h5YzssbtE7cLpZMyBZw",5,"1130","0130",True
"OIjn5PM7f302EN9nXy1e8Q",4,"1100","2100",False
"5JE00rzstNcsLerFp_27iA",5,"1200","2200",False
"PyMeX9-TUgFC73qBQlEIkw",5,"0900","1900",False
"bLfLPs4Kb3ZiOhZQFDcDqQ",5,"1100","2200",False
"OIjn5PM7f302EN9nXy1e8Q",5,"1100","2100",False
"QUK6uKjFBN1HWCpxwC0oMg",6,"1300","0100",True
"n1mmDkFpjmdmD61gwH5s8g",6,"1030","1800",False
"fC4h5YzssbtE7cLpZMyBZw",6,"1130","2300",False
"OIjn5PM7f302EN9nXy1e8Q",6,"1100","2100",False
"bLfLPs4Kb3ZiOhZQFDcDqQ",6,"1100","2200",False
"5JE00rzstNcsLerFp_27iA",6,"1600","2100",False
"HcwMsKOZwiWDXK3wnhhJoQ",0,"1100","0000",False
"1SknaNn5EWOaQLI6SxzwoA",0,"0900","2000",False
"KcJhJKMED8mXbwqfWGLYuQ",3,"1100","2300",False
"F6hJJ_xbbYL7WUo7Ya99iw",0,"0900","1900",False
"0HSn6IXxn27IpwBeUg-lpg",0,"1115","2330",False
"yztGUc8k57lUrd2SLIwCQg",0,"1100","2300",False
"0HSn6IXxn27IpwBeUg-lpg",1,"1115","2330",False
"KcJhJKMED8mXbwqfWGLYuQ",4,"1100","0000",False
"KcJhJKMED8mXbwqfWGLYuQ",5,"1100","0000",False
"KcJhJKMED8mXbwqfWGLYuQ",6,"1100","2300",False
"F6hJJ_xbbYL7WUo7Ya99iw",1,"0900","1900",False
"VP0w5gKKMJ-rbSOZ2qkmpQ",0,"1100","2200",False
"qWJW3S3RUXyw2RVmGuZOAw",0,"1100","2100",False
"QUZs3-2TvhnvaDcnVZVU6w",0,"1000","2300",False
"-hC4S9XrBFWp2iOstaJTBA",0,"1100","2300",False
"O2xAWHtiz6T1B1kl34Uv9A",0,"1200","2330",False
"VP0w5gKKMJ-rbSOZ2qkmpQ",1,"1100","2200",False
"-TQa5H5S7MRSyYjwTSpe3g",1,"1300","0000",False
"HcwMsKOZwiWDXK3wnhhJoQ",1,"1100","0000",False
"-hC4S9XrBFWp2iOstaJTBA",1,"1100","2300",False
"-hC4S9XrBFWp2iOstaJTBA",2,"1100","2300",False
"F6hJJ_xbbYL7WUo7Ya99iw",2,"0900","1900",False
"F6hJJ_xbbYL7WUo7Ya99iw",3,"0900","1900",False
"-TQa5H5S7MRSyYjwTSpe3g",2,"1300","0000",False
"qWJW3S3RUXyw2RVmGuZOAw",1,"1100","2100",False
"O2xAWHtiz6T1B1kl34Uv9A",1,"1200","2330",False
"yztGUc8k57lUrd2SLIwCQg",1,"1100","2300",False
"VP0w5gKKMJ-rbSOZ2qkmpQ",2,"1100","2200",False
"qWJW3S3RUXyw2RVmGuZOAw",2,"1100","2100",False
"O2xAWHtiz6T1B1kl34Uv9A",2,"1200","2330",False
"-TQa5H5S7MRSyYjwTSpe3g",3,"1300","0000",False
"-hC4S9XrBFWp2iOstaJTBA",3,"1100","2300",False
"-TQa5H5S7MRSyYjwTSpe3g",4,"1300","0000",False
"ka_8UdcfXaXjUdF8SMzE8A",0,"1730","2230",False
"HcwMsKOZwiWDXK3wnhhJoQ",2,"1100","0000",False
"1SknaNn5EWOaQLI6SxzwoA",1,"0900","2000",False
"0HSn6IXxn27IpwBeUg-lpg",2,"1115","2330",False
"VP0w5gKKMJ-rbSOZ2qkmpQ",3,"1100","2200",False
"F6hJJ_xbbYL7WUo7Ya99iw",4,"0900","1900",False
"HcwMsKOZwiWDXK3wnhhJoQ",3,"1100","0000",False
"-hC4S9XrBFWp2iOstaJTBA",4,"1100","2300",False
"-hC4S9XrBFWp2iOstaJTBA",5,"1100","2300",False
"0HSn6IXxn27IpwBeUg-lpg",3,"1115","2330",False
"yztGUc8k57lUrd2SLIwCQg",2,"1100","2300",False
"O2xAWHtiz6T1B1kl34Uv9A",3,"1200","2330",False
"qWJW3S3RUXyw2RVmGuZOAw",3,"1100","2100",False
"ka_8UdcfXaXjUdF8SMzE8A",1,"1730","2230",False
"VP0w5gKKMJ-rbSOZ2qkmpQ",4,"1100","2300",False
"-TQa5H5S7MRSyYjwTSpe3g",5,"1300","0000",False
"VP0w5gKKMJ-rbSOZ2qkmpQ",5,"1100","2300",False
"O2xAWHtiz6T1B1kl34Uv9A",4,"1200","0030",True
"HcwMsKOZwiWDXK3wnhhJoQ",4,"1100","0100",True
"F6hJJ_xbbYL7WUo7Ya99iw",5,"1000","1700",False
"yztGUc8k57lUrd2SLIwCQg",3,"1100","2300",False
"yztGUc8k57lUrd2SLIwCQg",4,"1100","0000",False
"1SknaNn5EWOaQLI6SxzwoA",2,"0900","2000",False
"HcwMsKOZwiWDXK3wnhhJoQ",5,"1100","0100",True
"1SknaNn5EWOaQLI6SxzwoA",3,"0900","2000",False
"qWJW3S3RUXyw2RVmGuZOAw",4,"1100","2100",False
"yztGUc8k57lUrd2SLIwCQg",5,"1100","0000",False
"1SknaNn5EWOaQLI6SxzwoA",4,"0900","2000",False
"0HSn6IXxn27IpwBeUg-lpg",4,"1115","2330",False
"O2xAWHtiz6T1B1kl34Uv9A",5,"1200","0030",True
"1SknaNn5EWOaQLI6SxzwoA",5,"1000","2000",False
"qWJW3S3RUXyw2RVmGuZOAw",5,"1200","2100",False
"-TQa5H5S7MRSyYjwTSpe3g",6,"1300","0000",False
"0HSn6IXxn27IpwBeUg-lpg",5,"1115","2330",False
"ka_8UdcfXaXjUdF8SMzE8A",2,"1730","2230",False
"O2xAWHtiz6T1B1kl34Uv9A",6,"1200","2330",False
"VP0w5gKKMJ-rbSOZ2qkmpQ",6,"1100","2200",False
"0HSn6IXxn27IpwBeUg-lpg",6,"1115","2330",False
"-hC4S9XrBFWp2iOstaJTBA",6,"1100","2300",False
"F6hJJ_xbbYL7WUo7Ya99iw",6,"1000","1700",False
"HcwMsKOZwiWDXK3wnhhJoQ",6,"1100","0000",False
"qWJW3S3RUXyw2RVmGuZOAw",6,"1200","2100",False
"cEgzwacFIS0pfc8HfZ_2OQ",0,"0930","2030",False
"W77gwbIvft8ccXkdyjm2_w",0,"1000","2100",False
"q-5Kw2VugYUrgM-Ut24wlQ",0,"1100","0000",False
"LDeQ33Opcm1wAFg8XJHYEA",0,"1100","2100",False
"_Cop86udfkWP81q1VT_Q5A",5,"1100","2200",False
"MnUSRIJI4eoevIu8QXfWnA",0,"1030","2345",False
"krjuqSf8grECp0_2OHq1Bw",0,"1100","2100",False
"1SknaNn5EWOaQLI6SxzwoA",6,"1100","1800",False
"gkLvdG4CGZol4L0ZZAOapw",0,"1130","0000",False
"GX6SAROuL7qg_eQ9yRFKVQ",0,"1100","2130",False
"krjuqSf8grECp0_2OHq1Bw",1,"1100","2100",False
"QUZs3-2TvhnvaDcnVZVU6w",1,"1000","2300",False
"QUZs3-2TvhnvaDcnVZVU6w",2,"1000","2300",False
"3RgJoUpn0UvC0PMECV2qHQ",0,"1130","2230",False
"C4Hu2I114cENxFumRG1dpA",0,"1100","2300",False
"0_2hKVqACSpdkuaiLnlgRg",0,"1000","2100",False
"_Cop86udfkWP81q1VT_Q5A",6,"1100","2200",False
"MnUSRIJI4eoevIu8QXfWnA",1,"1030","2345",False
"MnUSRIJI4eoevIu8QXfWnA",2,"1030","2345",False
"0_2hKVqACSpdkuaiLnlgRg",1,"1000","2100",False
"7fvPEXk3i7H1R4v3sOluCQ",6,"1000","2000",False
"3RgJoUpn0UvC0PMECV2qHQ",1,"1130","2230",False
"q-5Kw2VugYUrgM-Ut24wlQ",1,"1100","0000",False
"W77gwbIvft8ccXkdyjm2_w",1,"1000","2100",False
"C4Hu2I114cENxFumRG1dpA",1,"1100","2300",False
"C4Hu2I114cENxFumRG1dpA",2,"1100","2300",False
"MnUSRIJI4eoevIu8QXfWnA",3,"1030","2345",False
"C4Hu2I114cENxFumRG1dpA",3,"1100","2300",False
"LDeQ33Opcm1wAFg8XJHYEA",1,"1100","2100",False
"q-5Kw2VugYUrgM-Ut24wlQ",2,"1100","0000",False
"MnUSRIJI4eoevIu8QXfWnA",4,"1030","2345",False
"q-5Kw2VugYUrgM-Ut24wlQ",3,"1100","0000",False
"MnUSRIJI4eoevIu8QXfWnA",5,"1100","2345",False
"cEgzwacFIS0pfc8HfZ_2OQ",1,"0930","2030",False
"q-5Kw2VugYUrgM-Ut24wlQ",4,"1100","0000",False
"3RgJoUpn0UvC0PMECV2qHQ",2,"1130","2230",False
"C4Hu2I114cENxFumRG1dpA",4,"1100","2300",False
"W77gwbIvft8ccXkdyjm2_w",2,"1000","2100",False
"W77gwbIvft8ccXkdyjm2_w",3,"1000","2100",False
"W77gwbIvft8ccXkdyjm2_w",4,"1000","2200",False
"W77gwbIvft8ccXkdyjm2_w",5,"1000","2200",False
"C4Hu2I114cENxFumRG1dpA",5,"1100","2300",False
"cEgzwacFIS0pfc8HfZ_2OQ",2,"0930","2030",False
"cEgzwacFIS0pfc8HfZ_2OQ",3,"0930","2030",False
"GX6SAROuL7qg_eQ9yRFKVQ",1,"1100","2130",False
"q-5Kw2VugYUrgM-Ut24wlQ",5,"1100","0000",False
"QUZs3-2TvhnvaDcnVZVU6w",3,"1000","2300",False
"QUZs3-2TvhnvaDcnVZVU6w",4,"1000","2300",False
"QUZs3-2TvhnvaDcnVZVU6w",5,"1000","2300",False
"3RgJoUpn0UvC0PMECV2qHQ",3,"1130","2230",False
"cEgzwacFIS0pfc8HfZ_2OQ",4,"0930","2030",False
"cEgzwacFIS0pfc8HfZ_2OQ",5,"0930","2030",False
"0_2hKVqACSpdkuaiLnlgRg",2,"1000","2100",False
"krjuqSf8grECp0_2OHq1Bw",2,"1100","2100",False
"krjuqSf8grECp0_2OHq1Bw",3,"1100","2100",False
"krjuqSf8grECp0_2OHq1Bw",4,"1100","2200",False
"krjuqSf8grECp0_2OHq1Bw",5,"1100","2200",False
"3RgJoUpn0UvC0PMECV2qHQ",4,"1130","2330",False
"3RgJoUpn0UvC0PMECV2qHQ",5,"1130","2330",False
"QUZs3-2TvhnvaDcnVZVU6w",6,"1000","2300",False
"LDeQ33Opcm1wAFg8XJHYEA",2,"1100","2100",False
"LDeQ33Opcm1wAFg8XJHYEA",3,"1100","2100",False
"LDeQ33Opcm1wAFg8XJHYEA",4,"1100","2100",False
"LDeQ33Opcm1wAFg8XJHYEA",5,"1100","2100",False
"0_2hKVqACSpdkuaiLnlgRg",3,"1000","2100",False
"GX6SAROuL7qg_eQ9yRFKVQ",2,"1100","2130",False
"GX6SAROuL7qg_eQ9yRFKVQ",3,"1100","2130",False
"GX6SAROuL7qg_eQ9yRFKVQ",4,"1100","2130",False
"GX6SAROuL7qg_eQ9yRFKVQ",5,"1100","2130",False
"0_2hKVqACSpdkuaiLnlgRg",4,"1000","2100",False
"0_2hKVqACSpdkuaiLnlgRg",5,"1000","2100",False
"cEgzwacFIS0pfc8HfZ_2OQ",6,"0930","1830",False
"krjuqSf8grECp0_2OHq1Bw",6,"1100","2100",False
"W77gwbIvft8ccXkdyjm2_w",6,"1100","2100",False
"0_2hKVqACSpdkuaiLnlgRg",6,"1000","2100",False
"C4Hu2I114cENxFumRG1dpA",6,"1100","2300",False
"GX6SAROuL7qg_eQ9yRFKVQ",6,"1100","2130",False
"mdjbfIsOaj-87Mj2RPlPNQ",0,"0900","1830",False
"xUI6efDACuotUHe86Qa51A",0,"0900","0000",False
"xUI6efDACuotUHe86Qa51A",1,"0900","0000",False
"xUI6efDACuotUHe86Qa51A",2,"0900","0000",False
"xUI6efDACuotUHe86Qa51A",3,"0900","0000",False
"gkLvdG4CGZol4L0ZZAOapw",1,"1130","0000",False
"VXXls6T0zDxwUJJseUL6qA",0,"1200","2300",False
"a1FwDc9i_GYVZhszvbRoPw",0,"1000","2200",False
"D4lS_mqgY-Cjkcix_NAt-Q",6,"1000","1600",False
"mLHX9hz6tMlN0aa8xmN6gg",0,"0700","1900",False
"mLHX9hz6tMlN0aa8xmN6gg",1,"0700","1900",False
"mLHX9hz6tMlN0aa8xmN6gg",2,"0700","1900",False
"iI-ruMlNKUv9V0pkDBWsdw",0,"1000","2300",False
"a1FwDc9i_GYVZhszvbRoPw",1,"1000","2200",False
"q-5Kw2VugYUrgM-Ut24wlQ",6,"1100","0000",False
"QK_PLJmy6ueLoRdp_k9m7A",0,"1200","2200",False
"dqtnXWWCxN5UDGiRH4uH8w",0,"1000","2100",False
"gkLvdG4CGZol4L0ZZAOapw",2,"1130","0000",False
"gkLvdG4CGZol4L0ZZAOapw",3,"1130","0000",False
"OmGuRjGfcSCz4cZ22-jMqg",0,"0800","2100",False
"OmGuRjGfcSCz4cZ22-jMqg",1,"0800","2100",False
"mLHX9hz6tMlN0aa8xmN6gg",3,"0700","1900",False
"QK_PLJmy6ueLoRdp_k9m7A",1,"1200","2200",False
"QK_PLJmy6ueLoRdp_k9m7A",2,"1200","2200",False
"QK_PLJmy6ueLoRdp_k9m7A",3,"1200","2200",False
"QK_PLJmy6ueLoRdp_k9m7A",4,"1200","2300",False
